LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%)
CN4817100000000,48,171,"Gillespie County, TX",2015,"12,585     ","12,219     ",366     ,2.9
CN4817300000000,48,173,"Glasscock County, TX",2015,823     ,799     ,24     ,2.9
CN4817500000000,48,175,"Goliad County, TX",2015,"3,550     ","3,395     ",155     ,4.4
CN4817700000000,48,177,"Gonzales County, TX",2015,"9,689     ","9,329     ",360     ,3.7
CN4817900000000,48,179,"Gray County, TX",2015,"9,307     ","8,781     ",526     ,5.7
CN4818100000000,48,181,"Grayson County, TX",2015,"60,503     ","58,081     ","2,422     ",4.0
CN4818300000000,48,183,"Gregg County, TX",2015,"59,424     ","56,468     ","2,956     ",5.0
CN4818500000000,48,185,"Grimes County, TX",2015,"11,462     ","10,844     ",618     ,5.4
CN4818700000000,48,187,"Guadalupe County, TX",2015,"72,288     ","69,720     ","2,568     ",3.6
CN4818900000000,48,189,"Hale County, TX",2015,"12,919     ","12,086     ",833     ,6.4
CN4819100000000,48,191,"Hall County, TX",2015,"1,206     ","1,140     ",66     ,5.5
CN4819300000000,48,193,"Hamilton County, TX",2015,"3,499     ","3,335     ",164     ,4.7
CN4819500000000,48,195,"Hansford County, TX",2015,"3,103     ","3,011     ",92     ,3.0
CN4819700000000,48,197,"Hardeman County, TX",2015,"1,623     ","1,542     ",81     ,5.0
CN4819900000000,48,199,"Hardin County, TX",2015,"25,221     ","23,801     ","1,420     ",5.6
CN4820100000000,48,201,"Harris County, TX",2015,"2,239,426     ","2,135,626     ","103,800     ",4.6
CN4820300000000,48,203,"Harrison County, TX",2015,"31,349     ","29,687     ","1,662     ",5.3
CN4820500000000,48,205,"Hartley County, TX",2015,"2,981     ","2,918     ",63     ,2.1
CN4820700000000,48,207,"Haskell County, TX",2015,"2,596     ","2,505     ",91     ,3.5
CN4820900000000,48,209,"Hays County, TX",2015,"96,012     ","92,702     ","3,310     ",3.4
CN4821100000000,48,211,"Hemphill County, TX",2015,"2,301     ","2,228     ",73     ,3.2
CN4821300000000,48,213,"Henderson County, TX",2015,"34,240     ","32,555     ","1,685     ",4.9
CN4821500000000,48,215,"Hidalgo County, TX",2015,"331,632     ","305,333     ","26,299     ",7.9
CN4821700000000,48,217,"Hill County, TX",2015,"15,584     ","14,865     ",719     ,4.6
CN4821900000000,48,219,"Hockley County, TX",2015,"11,745     ","11,254     ",491     ,4.2
CN4822100000000,48,221,"Hood County, TX",2015,"24,367     ","23,262     ","1,105     ",4.5
CN4822300000000,48,223,"Hopkins County, TX",2015,"16,954     ","16,234     ",720     ,4.2
CN4822500000000,48,225,"Houston County, TX",2015,"9,924     ","9,474     ",450     ,4.5
CN4822700000000,48,227,"Howard County, TX",2015,"13,286     ","12,668     ",618     ,4.7
CN4822900000000,48,229,"Hudspeth County, TX",2015,"1,230     ","1,159     ",71     ,5.8
CN4823100000000,48,231,"Hunt County, TX",2015,"39,186     ","37,347     ","1,839     ",4.7
CN4823300000000,48,233,"Hutchinson County, TX",2015,"9,821     ","9,383     ",438     ,4.5
CN4823500000000,48,235,"Irion County, TX",2015,821     ,791     ,30     ,3.7
CN4823700000000,48,237,"Jack County, TX",2015,"4,086     ","3,912     ",174     ,4.3
CN4823900000000,48,239,"Jackson County, TX",2015,"7,392     ","7,113     ",279     ,3.8
CN4824100000000,48,241,"Jasper County, TX",2015,"13,934     ","12,884     ","1,050     ",7.5
CN4824300000000,48,243,"Jeff Davis County, TX",2015,"1,089     ","1,053     ",36     ,3.3
CN4824500000000,48,245,"Jefferson County, TX",2015,"108,580     ","101,003     ","7,577     ",7.0
CN4824700000000,48,247,"Jim Hogg County, TX",2015,"2,045     ","1,897     ",148     ,7.2
CN4824900000000,48,249,"Jim Wells County, TX",2015,"19,336     ","17,803     ","1,533     ",7.9
CN4825100000000,48,251,"Johnson County, TX",2015,"74,614     ","71,336     ","3,278     ",4.4
CN4825300000000,48,253,"Jones County, TX",2015,"5,725     ","5,410     ",315     ,5.5
CN4825500000000,48,255,"Karnes County, TX",2015,"6,494     ","6,218     ",276     ,4.3
CN4825700000000,48,257,"Kaufman County, TX",2015,"54,638     ","52,406     ","2,232     ",4.1
CN4825900000000,48,259,"Kendall County, TX",2015,"18,785     ","18,163     ",622     ,3.3
CN4826100000000,48,261,"Kenedy County, TX",2015,284     ,276     ,8     ,2.8
CN4826300000000,48,263,"Kent County, TX",2015,505     ,492     ,13     ,2.6
CN4826500000000,48,265,"Kerr County, TX",2015,"21,257     ","20,463     ",794     ,3.7
CN4826700000000,48,267,"Kimble County, TX",2015,"2,001     ","1,926     ",75     ,3.7
CN4826900000000,48,269,"King County, TX",2015,219     ,212     ,7     ,3.2
CN4827100000000,48,271,"Kinney County, TX",2015,"1,170     ","1,093     ",77     ,6.6
CN4827300000000,48,273,"Kleberg County, TX",2015,"14,363     ","13,496     ",867     ,6.0
CN4827500000000,48,275,"Knox County, TX",2015,"1,690     ","1,626     ",64     ,3.8
CN4827700000000,48,277,"Lamar County, TX",2015,"22,364     ","21,290     ","1,074     ",4.8
CN4827900000000,48,279,"Lamb County, TX",2015,"5,541     ","5,041     ",500     ,9.0
CN4828100000000,48,281,"Lampasas County, TX",2015,"8,990     ","8,592     ",398     ,4.4
CN4828300000000,48,283,"La Salle County, TX",2015,"4,287     ","4,110     ",177     ,4.1
CN4828500000000,48,285,"Lavaca County, TX",2015,"8,786     ","8,448     ",338     ,3.8
CN4828700000000,48,287,"Lee County, TX",2015,"9,320     ","8,986     ",334     ,3.6
CN4828900000000,48,289,"Leon County, TX",2015,"6,949     ","6,578     ",371     ,5.3
CN4829100000000,48,291,"Liberty County, TX",2015,"31,068     ","28,934     ","2,134     ",6.9
CN4829300000000,48,293,"Limestone County, TX",2015,"8,596     ","8,160     ",436     ,5.1
CN4829500000000,48,295,"Lipscomb County, TX",2015,"1,728     ","1,660     ",68     ,3.9
CN4829700000000,48,297,"Live Oak County, TX",2015,"5,789     ","5,551     ",238     ,4.1
CN4829900000000,48,299,"Llano County, TX",2015,"8,139     ","7,789     ",350     ,4.3
CN4830100000000,48,301,"Loving County, TX",2015,78     ,74     ,4     ,5.1
CN4830300000000,48,303,"Lubbock County, TX",2015,"148,287     ","143,198     ","5,089     ",3.4
CN4830500000000,48,305,"Lynn County, TX",2015,"2,815     ","2,702     ",113     ,4.0
CN4830700000000,48,307,"McCulloch County, TX",2015,"3,931     ","3,742     ",189     ,4.8
CN4830900000000,48,309,"McLennan County, TX",2015,"112,492     ","107,872     ","4,620     ",4.1
CN4831100000000,48,311,"McMullen County, TX",2015,961     ,941     ,20     ,2.1
CN4831300000000,48,313,"Madison County, TX",2015,"5,106     ","4,887     ",219     ,4.3
CN4831500000000,48,315,"Marion County, TX",2015,"4,412     ","4,124     ",288     ,6.5
CN4831700000000,48,317,"Martin County, TX",2015,"2,582     ","2,491     ",91     ,3.5
CN4831900000000,48,319,"Mason County, TX",2015,"1,823     ","1,753     ",70     ,3.8
CN4832100000000,48,321,"Matagorda County, TX",2015,"17,190     ","16,024     ","1,166     ",6.8
CN4832300000000,48,323,"Maverick County, TX",2015,"23,564     ","21,039     ","2,525     ",10.7
CN4832500000000,48,325,"Medina County, TX",2015,"20,564     ","19,663     ",901     ,4.4
CN4832700000000,48,327,"Menard County, TX",2015,862     ,817     ,45     ,5.2
CN4832900000000,48,329,"Midland County, TX",2015,"88,456     ","85,404     ","3,052     ",3.5
CN4833100000000,48,331,"Milam County, TX",2015,"10,090     ","9,556     ",534     ,5.3
CN4833300000000,48,333,"Mills County, TX",2015,"2,036     ","1,962     ",74     ,3.6
CN4833500000000,48,335,"Mitchell County, TX",2015,"2,745     ","2,588     ",157     ,5.7
CN4833700000000,48,337,"Montague County, TX",2015,"9,761     ","9,343     ",418     ,4.3
CN4833900000000,48,339,"Montgomery County, TX",2015,"255,338     ","244,446     ","10,892     ",4.3
CN4834100000000,48,341,"Moore County, TX",2015,"11,129     ","10,776     ",353     ,3.2
CN4834300000000,48,343,"Morris County, TX",2015,"5,328     ","4,855     ",473     ,8.9
CN4834500000000,48,345,"Motley County, TX",2015,485     ,467     ,18     ,3.7
CN4834700000000,48,347,"Nacogdoches County, TX",2015,"28,197     ","26,858     ","1,339     ",4.7
CN4834900000000,48,349,"Navarro County, TX",2015,"22,868     ","21,891     ",977     ,4.3
CN4835100000000,48,351,"Newton County, TX",2015,"5,497     ","5,087     ",410     ,7.5
CN4835300000000,48,353,"Nolan County, TX",2015,"6,906     ","6,622     ",284     ,4.1
CN4835500000000,48,355,"Nueces County, TX",2015,"167,125     ","158,888     ","8,237     ",4.9
CN4835700000000,48,357,"Ochiltree County, TX",2015,"5,299     ","5,072     ",227     ,4.3
CN4835900000000,48,359,"Oldham County, TX",2015,922     ,894     ,28     ,3.0
CN4836100000000,48,361,"Orange County, TX",2015,"37,334     ","34,889     ","2,445     ",6.5
CN4836300000000,48,363,"Palo Pinto County, TX",2015,"13,098     ","12,401     ",697     ,5.3
CN4836500000000,48,365,"Panola County, TX",2015,"11,653     ","11,044     ",609     ,5.2
CN4836700000000,48,367,"Parker County, TX",2015,"59,407     ","56,932     ","2,475     ",4.2
CN4836900000000,48,369,"Parmer County, TX",2015,"4,975     ","4,853     ",122     ,2.5
CN4837100000000,48,371,"Pecos County, TX",2015,"6,890     ","6,534     ",356     ,5.2
CN4837300000000,48,373,"Polk County, TX",2015,"16,936     ","15,898     ","1,038     ",6.1
CN4837500000000,48,375,"Potter County, TX",2015,"56,556     ","54,653     ","1,903     ",3.4
CN4837700000000,48,377,"Presidio County, TX",2015,"3,107     ","2,770     ",337     ,10.8
CN4837900000000,48,379,"Rains County, TX",2015,"5,396     ","5,149     ",247     ,4.6
CN4838100000000,48,381,"Randall County, TX",2015,"68,441     ","66,432     ","2,009     ",2.9
CN4838300000000,48,383,"Reagan County, TX",2015,"1,955     ","1,866     ",89     ,4.6
CN4838500000000,48,385,"Real County, TX",2015,"1,070     ","1,014     ",56     ,5.2
CN4838700000000,48,387,"Red River County, TX",2015,"4,923     ","4,610     ",313     ,6.4
CN4838900000000,48,389,"Reeves County, TX",2015,"5,641     ","5,369     ",272     ,4.8
CN4839100000000,48,391,"Refugio County, TX",2015,"3,343     ","3,165     ",178     ,5.3
CN4839300000000,48,393,"Roberts County, TX",2015,455     ,436     ,19     ,4.2
CN4839500000000,48,395,"Robertson County, TX",2015,"7,206     ","6,859     ",347     ,4.8
CN4839700000000,48,397,"Rockwall County, TX",2015,"44,391     ","42,722     ","1,669     ",3.8
CN4839900000000,48,399,"Runnels County, TX",2015,"4,685     ","4,510     ",175     ,3.7
CN4840100000000,48,401,"Rusk County, TX",2015,"23,436     ","22,325     ","1,111     ",4.7
CN4840300000000,48,403,"Sabine County, TX",2015,"3,491     ","3,162     ",329     ,9.4
CN4840500000000,48,405,"San Augustine County, TX",2015,"2,792     ","2,535     ",257     ,9.2
CN4840700000000,48,407,"San Jacinto County, TX",2015,"11,260     ","10,621     ",639     ,5.7
CN4840900000000,48,409,"San Patricio County, TX",2015,"30,558     ","28,576     ","1,982     ",6.5
CN4841100000000,48,411,"San Saba County, TX",2015,"2,231     ","2,150     ",81     ,3.6
CN4841300000000,48,413,"Schleicher County, TX",2015,"1,681     ","1,602     ",79     ,4.7
CN4841500000000,48,415,"Scurry County, TX",2015,"8,210     ","7,871     ",339     ,4.1
CN4841700000000,48,417,"Shackelford County, TX",2015,"2,100     ","2,041     ",59     ,2.8
CN4841900000000,48,419,"Shelby County, TX",2015,"11,420     ","10,813     ",607     ,5.3
CN4842100000000,48,421,"Sherman County, TX",2015,"1,430     ","1,389     ",41     ,2.9
CN4842300000000,48,423,"Smith County, TX",2015,"102,736     ","98,088     ","4,648     ",4.5
CN4842500000000,48,425,"Somervell County, TX",2015,"4,173     ","3,964     ",209     ,5.0
CN4842700000000,48,427,"Starr County, TX",2015,"25,757     ","22,255     ","3,502     ",13.6
CN4842900000000,48,429,"Stephens County, TX",2015,"4,106     ","3,932     ",174     ,4.2
CN4843100000000,48,431,"Sterling County, TX",2015,753     ,727     ,26     ,3.5
CN4843300000000,48,433,"Stonewall County, TX",2015,666     ,637     ,29     ,4.4
CN4843500000000,48,435,"Sutton County, TX",2015,"1,742     ","1,637     ",105     ,6.0
CN4843700000000,48,437,"Swisher County, TX",2015,"2,735     ","2,604     ",131     ,4.8
CN4843900000000,48,439,"Tarrant County, TX",2015,"992,840     ","951,589     ","41,251     ",4.2
CN4844100000000,48,441,"Taylor County, TX",2015,"63,654     ","61,298     ","2,356     ",3.7
CN4844300000000,48,443,"Terrell County, TX",2015,446     ,424     ,22     ,4.9
CN4844500000000,48,445,"Terry County, TX",2015,"5,409     ","5,153     ",256     ,4.7
CN4844700000000,48,447,"Throckmorton County, TX",2015,787     ,761     ,26     ,3.3
CN4844900000000,48,449,"Titus County, TX",2015,"12,672     ","11,931     ",741     ,5.8
CN4845100000000,48,451,"Tom Green County, TX",2015,"54,485     ","52,236     ","2,249     ",4.1
CN4845300000000,48,453,"Travis County, TX",2015,"658,215     ","636,685     ","21,530     ",3.3
CN4845500000000,48,455,"Trinity County, TX",2015,"5,467     ","5,141     ",326     ,6.0
CN4845700000000,48,457,"Tyler County, TX",2015,"7,372     ","6,850     ",522     ,7.1
CN4845900000000,48,459,"Upshur County, TX",2015,"18,047     ","17,095     ",952     ,5.3
CN4846100000000,48,461,"Upton County, TX",2015,"1,785     ","1,716     ",69     ,3.9
CN4846300000000,48,463,"Uvalde County, TX",2015,"11,679     ","11,086     ",593     ,5.1
CN4846500000000,48,465,"Val Verde County, TX",2015,"19,479     ","18,293     ","1,186     ",6.1
CN4846700000000,48,467,"Van Zandt County, TX",2015,"24,198     ","23,104     ","1,094     ",4.5
CN4846900000000,48,469,"Victoria County, TX",2015,"45,958     ","44,051     ","1,907     ",4.1
CN4847100000000,48,471,"Walker County, TX",2015,"22,861     ","21,693     ","1,168     ",5.1
CN4847300000000,48,473,"Waller County, TX",2015,"21,351     ","20,318     ","1,033     ",4.8
CN4847500000000,48,475,"Ward County, TX",2015,"5,959     ","5,703     ",256     ,4.3
CN4847700000000,48,477,"Washington County, TX",2015,"15,355     ","14,616     ",739     ,4.8
CN4847900000000,48,479,"Webb County, TX",2015,"112,415     ","107,087     ","5,328     ",4.7
CN4848100000000,48,481,"Wharton County, TX",2015,"21,239     ","20,295     ",944     ,4.4
CN4848300000000,48,483,"Wheeler County, TX",2015,"2,829     ","2,718     ",111     ,3.9
CN4848500000000,48,485,"Wichita County, TX",2015,"55,745     ","53,338     ","2,407     ",4.3
CN4848700000000,48,487,"Wilbarger County, TX",2015,"5,114     ","4,864     ",250     ,4.9
CN4848900000000,48,489,"Willacy County, TX",2015,"6,763     ","5,878     ",885     ,13.1
CN4849100000000,48,491,"Williamson County, TX",2015,"260,653     ","251,650     ","9,003     ",3.5
CN4849300000000,48,493,"Wilson County, TX",2015,"22,836     ","21,966     ",870     ,3.8
CN4849500000000,48,495,"Winkler County, TX",2015,"3,105     ","2,927     ",178     ,5.7
CN4849700000000,48,497,"Wise County, TX",2015,"28,652     ","27,321     ","1,331     ",4.6
CN4849900000000,48,499,"Wood County, TX",2015,"16,732     ","15,839     ",893     ,5.3
CN4850100000000,48,501,"Yoakum County, TX",2015,"4,046     ","3,894     ",152     ,3.8
CN4850300000000,48,503,"Young County, TX",2015,"8,442     ","8,075     ",367     ,4.3
CN4850500000000,48,505,"Zapata County, TX",2015,"6,227     ","5,752     ",475     ,7.6
CN4850700000000,48,507,"Zavala County, TX",2015,"3,870     ","3,441     ",429     ,11.1
CN4900100000000,49,001,"Beaver County, UT",2015,"3,152     ","3,034     ",118     ,3.7
CN4900300000000,49,003,"Box Elder County, UT",2015,"24,184     ","23,308     ",876     ,3.6
CN4900500000000,49,005,"Cache County, UT",2015,"60,230     ","58,433     ","1,797     ",3.0
CN4900700000000,49,007,"Carbon County, UT",2015,"8,782     ","8,290     ",492     ,5.6
CN4900900000000,49,009,"Daggett County, UT",2015,475     ,453     ,22     ,4.6
CN4901100000000,49,011,"Davis County, UT",2015,"160,089     ","154,772     ","5,317     ",3.3
CN4901300000000,49,013,"Duchesne County, UT",2015,"8,823     ","8,176     ",647     ,7.3
CN4901500000000,49,015,"Emery County, UT",2015,"4,443     ","4,178     ",265     ,6.0
CN4901700000000,49,017,"Garfield County, UT",2015,"2,782     ","2,541     ",241     ,8.7
CN4901900000000,49,019,"Grand County, UT",2015,"5,622     ","5,287     ",335     ,6.0
CN4902100000000,49,021,"Iron County, UT",2015,"20,397     ","19,507     ",890     ,4.4
CN4902300000000,49,023,"Juab County, UT",2015,"5,010     ","4,817     ",193     ,3.9
CN4902500000000,49,025,"Kane County, UT",2015,"3,640     ","3,480     ",160     ,4.4
CN4902700000000,49,027,"Millard County, UT",2015,"6,147     ","5,932     ",215     ,3.5
CN4902900000000,49,029,"Morgan County, UT",2015,"4,820     ","4,671     ",149     ,3.1
CN4903100000000,49,031,"Piute County, UT",2015,466     ,436     ,30     ,6.4
CN4903300000000,49,033,"Rich County, UT",2015,"1,062     ","1,024     ",38     ,3.6
CN4903500000000,49,035,"Salt Lake County, UT",2015,"587,026     ","567,497     ","19,529     ",3.3
CN4903700000000,49,037,"San Juan County, UT",2015,"5,700     ","5,258     ",442     ,7.8
CN4903900000000,49,039,"Sanpete County, UT",2015,"11,498     ","11,032     ",466     ,4.1
CN4904100000000,49,041,"Sevier County, UT",2015,"9,545     ","9,126     ",419     ,4.4
CN4904300000000,49,043,"Summit County, UT",2015,"23,128     ","22,376     ",752     ,3.3
CN4904500000000,49,045,"Tooele County, UT",2015,"29,388     ","28,189     ","1,199     ",4.1
CN4904700000000,49,047,"Uintah County, UT",2015,"15,381     ","14,366     ","1,015     ",6.6
CN4904900000000,49,049,"Utah County, UT",2015,"266,078     ","257,594     ","8,484     ",3.2
CN4905100000000,49,051,"Wasatch County, UT",2015,"13,229     ","12,779     ",450     ,3.4
CN4905300000000,49,053,"Washington County, UT",2015,"63,906     ","61,371     ","2,535     ",4.0
CN4905500000000,49,055,"Wayne County, UT",2015,"1,424     ","1,297     ",127     ,8.9
CN4905700000000,49,057,"Weber County, UT",2015,"117,979     ","113,250     ","4,729     ",4.0
CN5000100000000,50,001,"Addison County, VT",2015,"20,708     ","19,951     ",757     ,3.7
CN5000300000000,50,003,"Bennington County, VT",2015,"18,381     ","17,583     ",798     ,4.3
CN5000500000000,50,005,"Caledonia County, VT",2015,"14,913     ","14,195     ",718     ,4.8
CN5000700000000,50,007,"Chittenden County, VT",2015,"95,254     ","92,679     ","2,575     ",2.7
CN5000900000000,50,009,"Essex County, VT",2015,"2,753     ","2,565     ",188     ,6.8
CN5001100000000,50,011,"Franklin County, VT",2015,"27,404     ","26,402     ","1,002     ",3.7
CN5001300000000,50,013,"Grand Isle County, VT",2015,"4,053     ","3,885     ",168     ,4.1
CN5001500000000,50,015,"Lamoille County, VT",2015,"13,666     ","13,023     ",643     ,4.7
CN5001700000000,50,017,"Orange County, VT",2015,"15,780     ","15,228     ",552     ,3.5
CN5001900000000,50,019,"Orleans County, VT",2015,"13,476     ","12,700     ",776     ,5.8
CN5002100000000,50,021,"Rutland County, VT",2015,"31,357     ","29,987     ","1,370     ",4.4
CN5002300000000,50,023,"Washington County, VT",2015,"34,130     ","32,917     ","1,213     ",3.6
CN5002500000000,50,025,"Windham County, VT",2015,"23,254     ","22,399     ",855     ,3.7
CN5002700000000,50,027,"Windsor County, VT",2015,"29,278     ","28,312     ",966     ,3.3
CN5100100000000,51,001,"Accomack County, VA",2015,"15,972     ","15,106     ",866     ,5.4
CN5100300000000,51,003,"Albemarle County, VA",2015,"54,361     ","52,267     ","2,094     ",3.9
CN5100500000000,51,005,"Alleghany County, VA",2015,"7,115     ","6,753     ",362     ,5.1
CN5100700000000,51,007,"Amelia County, VA",2015,"6,272     ","5,993     ",279     ,4.4
CN5100900000000,51,009,"Amherst County, VA",2015,"15,544     ","14,803     ",741     ,4.8
CN5101100000000,51,011,"Appomattox County, VA",2015,"7,067     ","6,724     ",343     ,4.9
CN5101300000000,51,013,"Arlington County, VA",2015,"145,058     ","140,973     ","4,085     ",2.8
CN5101500000000,51,015,"Augusta County, VA",2015,"36,792     ","35,282     ","1,510     ",4.1
CN5101700000000,51,017,"Bath County, VA",2015,"2,559     ","2,455     ",104     ,4.1
CN5101900000000,51,019,"Bedford County, VA",2015,"38,173     ","36,477     ","1,696     ",4.4
CN5102100000000,51,021,"Bland County, VA",2015,"2,801     ","2,639     ",162     ,5.8
CN5102300000000,51,023,"Botetourt County, VA",2015,"17,546     ","16,813     ",733     ,4.2
CN5102500000000,51,025,"Brunswick County, VA",2015,"6,323     ","5,892     ",431     ,6.8
CN5102700000000,51,027,"Buchanan County, VA",2015,"7,408     ","6,610     ",798     ,10.8
CN5102900000000,51,029,"Buckingham County, VA",2015,"6,371     ","5,999     ",372     ,5.8
CN5103100000000,51,031,"Campbell County, VA",2015,"26,482     ","25,223     ","1,259     ",4.8
CN5103300000000,51,033,"Caroline County, VA",2015,"14,882     ","14,129     ",753     ,5.1
CN5103500000000,51,035,"Carroll County, VA",2015,"13,099     ","12,400     ",699     ,5.3
CN5103600000000,51,036,"Charles City County, VA",2015,"3,769     ","3,572     ",197     ,5.2
CN5103700000000,51,037,"Charlotte County, VA",2015,"5,242     ","4,941     ",301     ,5.7
CN5104100000000,51,041,"Chesterfield County, VA",2015,"179,333     ","171,634     ","7,699     ",4.3
CN5104300000000,51,043,"Clarke County, VA",2015,"7,574     ","7,274     ",300     ,4.0
CN5104500000000,51,045,"Craig County, VA",2015,"2,431     ","2,297     ",134     ,5.5
CN5104700000000,51,047,"Culpeper County, VA",2015,"23,328     ","22,318     ","1,010     ",4.3
CN5104900000000,51,049,"Cumberland County, VA",2015,"4,552     ","4,312     ",240     ,5.3
CN5105100000000,51,051,"Dickenson County, VA",2015,"4,986     ","4,484     ",502     ,10.1
CN5105300000000,51,053,"Dinwiddie County, VA",2015,"13,536     ","12,813     ",723     ,5.3
CN5105700000000,51,057,"Essex County, VA",2015,"5,535     ","5,235     ",300     ,5.4
CN5105900000000,51,059,"Fairfax County, VA",2015,"620,408     ","598,345     ","22,063     ",3.6
CN5106100000000,51,061,"Fauquier County, VA",2015,"35,985     ","34,571     ","1,414     ",3.9
CN5106300000000,51,063,"Floyd County, VA",2015,"8,340     ","8,008     ",332     ,4.0
CN5106500000000,51,065,"Fluvanna County, VA",2015,"13,353     ","12,855     ",498     ,3.7
CN5106700000000,51,067,"Franklin County, VA",2015,"26,923     ","25,674     ","1,249     ",4.6
CN5106900000000,51,069,"Frederick County, VA",2015,"44,758     ","42,985     ","1,773     ",4.0
CN5107100000000,51,071,"Giles County, VA",2015,"8,069     ","7,656     ",413     ,5.1
CN5107300000000,51,073,"Gloucester County, VA",2015,"19,306     ","18,520     ",786     ,4.1
CN5107500000000,51,075,"Goochland County, VA",2015,"10,640     ","10,202     ",438     ,4.1
CN5107700000000,51,077,"Grayson County, VA",2015,"6,983     ","6,576     ",407     ,5.8
CN5107900000000,51,079,"Greene County, VA",2015,"9,974     ","9,609     ",365     ,3.7
CN5108100000000,51,081,"Greensville County, VA",2015,"4,169     ","3,944     ",225     ,5.4
CN5108300000000,51,083,"Halifax County, VA",2015,"15,324     ","14,346     ",978     ,6.4
CN5108500000000,51,085,"Hanover County, VA",2015,"56,478     ","54,303     ","2,175     ",3.9
CN5108700000000,51,087,"Henrico County, VA",2015,"178,200     ","170,579     ","7,621     ",4.3
CN5108900000000,51,089,"Henry County, VA",2015,"22,305     ","20,856     ","1,449     ",6.5
CN5109100000000,51,091,"Highland County, VA",2015,"1,356     ","1,308     ",48     ,3.5
CN5109300000000,51,093,"Isle of Wight County, VA",2015,"18,858     ","17,995     ",863     ,4.6
CN5109500000000,51,095,"James City County, VA",2015,"34,406     ","32,924     ","1,482     ",4.3
CN5109700000000,51,097,"King and Queen County, VA",2015,"3,653     ","3,476     ",177     ,4.8
CN5109900000000,51,099,"King George County, VA",2015,"12,059     ","11,487     ",572     ,4.7
CN5110100000000,51,101,"King William County, VA",2015,"8,810     ","8,439     ",371     ,4.2
CN5110300000000,51,103,"Lancaster County, VA",2015,"5,102     ","4,759     ",343     ,6.7
CN5110500000000,51,105,"Lee County, VA",2015,"8,646     ","8,021     ",625     ,7.2
CN5110700000000,51,107,"Loudoun County, VA",2015,"196,323     ","189,322     ","7,001     ",3.6
CN5110900000000,51,109,"Louisa County, VA",2015,"18,912     ","18,108     ",804     ,4.3
CN5111100000000,51,111,"Lunenburg County, VA",2015,"5,313     ","5,037     ",276     ,5.2
CN5111300000000,51,113,"Madison County, VA",2015,"7,156     ","6,906     ",250     ,3.5
CN5111500000000,51,115,"Mathews County, VA",2015,"4,106     ","3,935     ",171     ,4.2
CN5111700000000,51,117,"Mecklenburg County, VA",2015,"12,530     ","11,757     ",773     ,6.2
CN5111900000000,51,119,"Middlesex County, VA",2015,"4,984     ","4,770     ",214     ,4.3
CN5112100000000,51,121,"Montgomery County, VA",2015,"50,008     ","47,846     ","2,162     ",4.3
CN5112500000000,51,125,"Nelson County, VA",2015,"7,442     ","7,142     ",300     ,4.0
CN5112700000000,51,127,"New Kent County, VA",2015,"11,200     ","10,774     ",426     ,3.8
CN5113100000000,51,131,"Northampton County, VA",2015,"6,103     ","5,729     ",374     ,6.1
CN5113300000000,51,133,"Northumberland County, VA",2015,"5,463     ","5,126     ",337     ,6.2
CN5113500000000,51,135,"Nottoway County, VA",2015,"7,159     ","6,834     ",325     ,4.5
CN5113700000000,51,137,"Orange County, VA",2015,"16,100     ","15,362     ",738     ,4.6
CN5113900000000,51,139,"Page County, VA",2015,"11,707     ","10,895     ",812     ,6.9
CN5114100000000,51,141,"Patrick County, VA",2015,"7,621     ","7,203     ",418     ,5.5
CN5114300000000,51,143,"Pittsylvania County, VA",2015,"30,102     ","28,493     ","1,609     ",5.3
CN5114500000000,51,145,"Powhatan County, VA",2015,"13,816     ","13,274     ",542     ,3.9
CN5114700000000,51,147,"Prince Edward County, VA",2015,"9,798     ","9,166     ",632     ,6.5
CN5114900000000,51,149,"Prince George County, VA",2015,"14,909     ","14,114     ",795     ,5.3
CN5115300000000,51,153,"Prince William County, VA",2015,"231,924     ","222,386     ","9,538     ",4.1
CN5115500000000,51,155,"Pulaski County, VA",2015,"16,461     ","15,635     ",826     ,5.0
CN5115700000000,51,157,"Rappahannock County, VA",2015,"3,781     ","3,626     ",155     ,4.1
CN5115900000000,51,159,"Richmond County, VA",2015,"3,903     ","3,725     ",178     ,4.6
CN5116100000000,51,161,"Roanoke County, VA",2015,"49,551     ","47,620     ","1,931     ",3.9
CN5116300000000,51,163,"Rockbridge County, VA",2015,"9,904     ","9,412     ",492     ,5.0
CN5116500000000,51,165,"Rockingham County, VA",2015,"40,219     ","38,560     ","1,659     ",4.1
CN5116700000000,51,167,"Russell County, VA",2015,"11,609     ","10,856     ",753     ,6.5
CN5116900000000,51,169,"Scott County, VA",2015,"9,676     ","9,179     ",497     ,5.1
CN5117100000000,51,171,"Shenandoah County, VA",2015,"21,226     ","20,322     ",904     ,4.3
CN5117300000000,51,173,"Smyth County, VA",2015,"13,580     ","12,700     ",880     ,6.5
CN5117500000000,51,175,"Southampton County, VA",2015,"9,239     ","8,867     ",372     ,4.0
CN5117700000000,51,177,"Spotsylvania County, VA",2015,"64,130     ","61,165     ","2,965     ",4.6
CN5117900000000,51,179,"Stafford County, VA",2015,"66,721     ","63,736     ","2,985     ",4.5
CN5118100000000,51,181,"Surry County, VA",2015,"3,715     ","3,522     ",193     ,5.2
CN5118300000000,51,183,"Sussex County, VA",2015,"4,156     ","3,875     ",281     ,6.8
