                               Labor Force Data by County, 2017 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN3704700000000   37     047   Columbus County, NC                               2017        22,324       21,079      1,245      5.6
CN3704900000000   37     049   Craven County, NC                                 2017        41,845       39,861      1,984      4.7
CN3705100000000   37     051   Cumberland County, NC                             2017       127,617      120,278      7,339      5.8
CN3705300000000   37     053   Currituck County, NC                              2017        13,285       12,692        593      4.5
CN3705500000000   37     055   Dare County, NC                                   2017        20,162       18,962      1,200      6.0
CN3705700000000   37     057   Davidson County, NC                               2017        80,147       76,663      3,484      4.3
CN3705900000000   37     059   Davie County, NC                                  2017        20,330       19,508        822      4.0
CN3706100000000   37     061   Duplin County, NC                                 2017        25,578       24,317      1,261      4.9
CN3706300000000   37     063   Durham County, NC                                 2017       165,496      158,750      6,746      4.1
CN3706500000000   37     065   Edgecombe County, NC                              2017        22,132       20,409      1,723      7.8
CN3706700000000   37     067   Forsyth County, NC                                2017       184,234      176,075      8,159      4.4
CN3706900000000   37     069   Franklin County, NC                               2017        30,122       28,716      1,406      4.7
CN3707100000000   37     071   Gaston County, NC                                 2017       108,698      103,677      5,021      4.6
CN3707300000000   37     073   Gates County, NC                                  2017         5,239        5,002        237      4.5
CN3707500000000   37     075   Graham County, NC                                 2017         3,172        2,956        216      6.8
CN3707700000000   37     077   Granville County, NC                              2017        30,039       28,877      1,162      3.9
CN3707900000000   37     079   Greene County, NC                                 2017         9,577        9,145        432      4.5
CN3708100000000   37     081   Guilford County, NC                               2017       260,244      247,698     12,546      4.8
CN3708300000000   37     083   Halifax County, NC                                2017        20,659       19,135      1,524      7.4
CN3708500000000   37     085   Harnett County, NC                                2017        52,575       49,870      2,705      5.1
CN3708700000000   37     087   Haywood County, NC                                2017        29,020       27,833      1,187      4.1
CN3708900000000   37     089   Henderson County, NC                              2017        53,278       51,222      2,056      3.9
CN3709100000000   37     091   Hertford County, NC                               2017         9,275        8,735        540      5.8
CN3709300000000   37     093   Hoke County, NC                                   2017        19,912       18,760      1,152      5.8
CN3709500000000   37     095   Hyde County, NC                                   2017         2,122        1,941        181      8.5
CN3709700000000   37     097   Iredell County, NC                                2017        87,100       83,394      3,706      4.3
CN3709900000000   37     099   Jackson County, NC                                2017        18,983       18,064        919      4.8
CN3710100000000   37     101   Johnston County, NC                               2017        93,991       90,069      3,922      4.2
CN3710300000000   37     103   Jones County, NC                                  2017         4,497        4,295        202      4.5
CN3710500000000   37     105   Lee County, NC                                    2017        26,639       25,267      1,372      5.2
CN3710700000000   37     107   Lenoir County, NC                                 2017        28,126       26,844      1,282      4.6
CN3710900000000   37     109   Lincoln County, NC                                2017        42,232       40,529      1,703      4.0
CN3711100000000   37     111   McDowell County, NC                               2017        20,948       20,078        870      4.2
CN3711300000000   37     113   Macon County, NC                                  2017        15,216       14,498        718      4.7
CN3711500000000   37     115   Madison County, NC                                2017         9,873        9,444        429      4.3
CN3711700000000   37     117   Martin County, NC                                 2017         9,636        9,081        555      5.8
CN3711900000000   37     119   Mecklenburg County, NC                            2017       601,998      576,068     25,930      4.3
CN3712100000000   37     121   Mitchell County, NC                               2017         6,114        5,789        325      5.3
CN3712300000000   37     123   Montgomery County, NC                             2017        11,732       11,188        544      4.6
CN3712500000000   37     125   Moore County, NC                                  2017        39,922       38,118      1,804      4.5
CN3712700000000   37     127   Nash County, NC                                   2017        43,584       40,912      2,672      6.1
CN3712900000000   37     129   New Hanover County, NC                            2017       118,501      113,526      4,975      4.2
CN3713100000000   37     131   Northampton County, NC                            2017         7,769        7,276        493      6.3
CN3713300000000   37     133   Onslow County, NC                                 2017        64,162       60,903      3,259      5.1
CN3713500000000   37     135   Orange County, NC                                 2017        76,435       73,514      2,921      3.8
CN3713700000000   37     137   Pamlico County, NC                                2017         5,416        5,156        260      4.8
CN3713900000000   37     139   Pasquotank County, NC                             2017        17,493       16,517        976      5.6
CN3714100000000   37     141   Pender County, NC                                 2017        27,362       26,069      1,293      4.7
CN3714300000000   37     143   Perquimans County, NC                             2017         5,117        4,821        296      5.8
CN3714500000000   37     145   Person County, NC                                 2017        18,321       17,466        855      4.7
CN3714700000000   37     147   Pitt County, NC                                   2017        89,270       84,865      4,405      4.9
CN3714900000000   37     149   Polk County, NC                                   2017         8,944        8,567        377      4.2
CN3715100000000   37     151   Randolph County, NC                               2017        67,249       64,275      2,974      4.4
CN3715300000000   37     153   Richmond County, NC                               2017        16,726       15,700      1,026      6.1
CN3715500000000   37     155   Robeson County, NC                                2017        50,296       46,953      3,343      6.6
CN3715700000000   37     157   Rockingham County, NC                             2017        41,106       38,956      2,150      5.2
CN3715900000000   37     159   Rowan County, NC                                  2017        65,907       62,804      3,103      4.7
CN3716100000000   37     161   Rutherford County, NC                             2017        24,610       23,096      1,514      6.2
CN3716300000000   37     163   Sampson County, NC                                2017        29,398       27,984      1,414      4.8
CN3716500000000   37     165   Scotland County, NC                               2017        11,523       10,619        904      7.8
CN3716700000000   37     167   Stanly County, NC                                 2017        29,824       28,585      1,239      4.2
CN3716900000000   37     169   Stokes County, NC                                 2017        22,034       21,087        947      4.3
CN3717100000000   37     171   Surry County, NC                                  2017        33,680       32,246      1,434      4.3
CN3717300000000   37     173   Swain County, NC                                  2017         6,941        6,587        354      5.1
CN3717500000000   37     175   Transylvania County, NC                           2017        14,217       13,597        620      4.4
CN3717700000000   37     177   Tyrrell County, NC                                2017         1,534        1,417        117      7.6
CN3717900000000   37     179   Union County, NC                                  2017       119,334      114,557      4,777      4.0
CN3718100000000   37     181   Vance County, NC                                  2017        17,897       16,775      1,122      6.3
CN3718300000000   37     183   Wake County, NC                                   2017       572,771      550,321     22,450      3.9
CN3718500000000   37     185   Warren County, NC                                 2017         6,872        6,395        477      6.9
CN3718700000000   37     187   Washington County, NC                             2017         4,805        4,480        325      6.8
CN3718900000000   37     189   Watauga County, NC                                2017        28,574       27,401      1,173      4.1
CN3719100000000   37     191   Wayne County, NC                                  2017        53,488       50,752      2,736      5.1
CN3719300000000   37     193   Wilkes County, NC                                 2017        31,187       29,845      1,342      4.3
CN3719500000000   37     195   Wilson County, NC                                 2017        36,056       33,419      2,637      7.3
CN3719700000000   37     197   Yadkin County, NC                                 2017        17,756       17,043        713      4.0
CN3719900000000   37     199   Yancey County, NC                                 2017         7,452        7,109        343      4.6
CN3800100000000   38     001   Adams County, ND                                  2017         1,122        1,095         27      2.4
CN3800300000000   38     003   Barnes County, ND                                 2017         5,519        5,368        151      2.7
CN3800500000000   38     005   Benson County, ND                                 2017         2,400        2,315         85      3.5
CN3800700000000   38     007   Billings County, ND                               2017           437          424         13      3.0
CN3800900000000   38     009   Bottineau County, ND                              2017         3,147        3,044        103      3.3
CN3801100000000   38     011   Bowman County, ND                                 2017         1,793        1,762         31      1.7
CN3801300000000   38     013   Burke County, ND                                  2017         1,104        1,070         34      3.1
CN3801500000000   38     015   Burleigh County, ND                               2017        50,739       49,515      1,224      2.4
CN3801700000000   38     017   Cass County, ND                                   2017       102,364      100,234      2,130      2.1
CN3801900000000   38     019   Cavalier County, ND                               2017         2,101        2,046         55      2.6
CN3802100000000   38     021   Dickey County, ND                                 2017         2,552        2,507         45      1.8
CN3802300000000   38     023   Divide County, ND                                 2017         1,623        1,596         27      1.7
CN3802500000000   38     025   Dunn County, ND                                   2017         3,211        3,143         68      2.1
CN3802700000000   38     027   Eddy County, ND                                   2017         1,301        1,241         60      4.6
CN3802900000000   38     029   Emmons County, ND                                 2017         1,580        1,517         63      4.0
CN3803100000000   38     031   Foster County, ND                                 2017         1,675        1,634         41      2.4
CN3803300000000   38     033   Golden Valley County, ND                          2017           955          936         19      2.0
CN3803500000000   38     035   Grand Forks County, ND                            2017        39,203       38,347        856      2.2
CN3803700000000   38     037   Grant County, ND                                  2017         1,289        1,252         37      2.9
CN3803900000000   38     039   Griggs County, ND                                 2017         1,137        1,104         33      2.9
CN3804100000000   38     041   Hettinger County, ND                              2017         1,528        1,499         29      1.9
CN3804300000000   38     043   Kidder County, ND                                 2017         1,355        1,307         48      3.5
CN3804500000000   38     045   LaMoure County, ND                                2017         2,298        2,255         43      1.9
CN3804700000000   38     047   Logan County, ND                                  2017           958          934         24      2.5
CN3804900000000   38     049   McHenry County, ND                                2017         3,339        3,199        140      4.2
CN3805100000000   38     051   McIntosh County, ND                               2017         1,249        1,217         32      2.6
CN3805300000000   38     053   McKenzie County, ND                               2017         8,198        7,997        201      2.5
CN3805500000000   38     055   McLean County, ND                                 2017         5,103        4,945        158      3.1
CN3805700000000   38     057   Mercer County, ND                                 2017         4,520        4,341        179      4.0
CN3805900000000   38     059   Morton County, ND                                 2017        16,805       16,294        511      3.0
CN3806100000000   38     061   Mountrail County, ND                              2017         7,088        6,945        143      2.0
CN3806300000000   38     063   Nelson County, ND                                 2017         1,503        1,457         46      3.1
CN3806500000000   38     065   Oliver County, ND                                 2017           887          850         37      4.2
CN3806700000000   38     067   Pembina County, ND                                2017         3,575        3,428        147      4.1
CN3806900000000   38     069   Pierce County, ND                                 2017         1,922        1,861         61      3.2
CN3807100000000   38     071   Ramsey County, ND                                 2017         5,872        5,715        157      2.7
CN3807300000000   38     073   Ransom County, ND                                 2017         2,852        2,797         55      1.9
CN3807500000000   38     075   Renville County, ND                               2017         1,305        1,272         33      2.5
CN3807700000000   38     077   Richland County, ND                               2017         8,882        8,673        209      2.4
CN3807900000000   38     079   Rolette County, ND                                2017         4,883        4,387        496     10.2
CN3808100000000   38     081   Sargent County, ND                                2017         2,399        2,350         49      2.0
CN3808300000000   38     083   Sheridan County, ND                               2017           728          695         33      4.5
CN3808500000000   38     085   Sioux County, ND                                  2017         1,333        1,285         48      3.6
CN3808700000000   38     087   Slope County, ND                                  2017           427          419          8      1.9
CN3808900000000   38     089   Stark County, ND                                  2017        18,283       17,794        489      2.7
CN3809100000000   38     091   Steele County, ND                                 2017         1,082        1,064         18      1.7
CN3809300000000   38     093   Stutsman County, ND                               2017        11,074       10,817        257      2.3
CN3809500000000   38     095   Towner County, ND                                 2017         1,237        1,206         31      2.5
CN3809700000000   38     097   Traill County, ND                                 2017         4,654        4,542        112      2.4
CN3809900000000   38     099   Walsh County, ND                                  2017         5,647        5,461        186      3.3
CN3810100000000   38     101   Ward County, ND                                   2017        32,971       31,909      1,062      3.2
CN3810300000000   38     103   Wells County, ND                                  2017         2,183        2,113         70      3.2
CN3810500000000   38     105   Williams County, ND                               2017        23,013       22,436        577      2.5
CN3900100000000   39     001   Adams County, OH                                  2017        10,996       10,208        788      7.2
CN3900300000000   39     003   Allen County, OH                                  2017        48,897       46,453      2,444      5.0
CN3900500000000   39     005   Ashland County, OH                                2017        26,366       25,073      1,293      4.9
CN3900700000000   39     007   Ashtabula County, OH                              2017        44,321       41,696      2,625      5.9
CN3900900000000   39     009   Athens County, OH                                 2017        28,594       26,863      1,731      6.1
CN3901100000000   39     011   Auglaize County, OH                               2017        24,734       23,813        921      3.7
CN3901300000000   39     013   Belmont County, OH                                2017        30,705       28,764      1,941      6.3
CN3901500000000   39     015   Brown County, OH                                  2017        19,726       18,600      1,126      5.7
CN3901700000000   39     017   Butler County, OH                                 2017       192,374      183,840      8,534      4.4
CN3901900000000   39     019   Carroll County, OH                                2017        13,376       12,592        784      5.9
CN3902100000000   39     021   Champaign County, OH                              2017        19,859       19,032        827      4.2
CN3902300000000   39     023   Clark County, OH                                  2017        63,813       60,721      3,092      4.8
CN3902500000000   39     025   Clermont County, OH                               2017       105,450      100,835      4,615      4.4
CN3902700000000   39     027   Clinton County, OH                                2017        17,593       16,636        957      5.4
CN3902900000000   39     029   Columbiana County, OH                             2017        48,018       45,151      2,867      6.0
CN3903100000000   39     031   Coshocton County, OH                              2017        14,775       13,768      1,007      6.8
CN3903300000000   39     033   Crawford County, OH                               2017        19,020       17,927      1,093      5.7
CN3903500000000   39     035   Cuyahoga County, OH                               2017       610,874      575,119     35,755      5.9
CN3903700000000   39     037   Darke County, OH                                  2017        26,452       25,340      1,112      4.2
CN3903900000000   39     039   Defiance County, OH                               2017        18,498       17,596        902      4.9
CN3904100000000   39     041   Delaware County, OH                               2017       106,926      103,168      3,758      3.5
CN3904300000000   39     043   Erie County, OH                                   2017        37,920       35,571      2,349      6.2
CN3904500000000   39     045   Fairfield County, OH                              2017        77,449       74,149      3,300      4.3
CN3904700000000   39     047   Fayette County, OH                                2017        14,479       13,866        613      4.2
CN3904900000000   39     049   Franklin County, OH                               2017       680,584      653,209     27,375      4.0
CN3905100000000   39     051   Fulton County, OH                                 2017        22,640       21,533      1,107      4.9
CN3905300000000   39     053   Gallia County, OH                                 2017        12,174       11,356        818      6.7
CN3905500000000   39     055   Geauga County, OH                                 2017        48,802       46,476      2,326      4.8
CN3905700000000   39     057   Greene County, OH                                 2017        82,142       78,636      3,506      4.3
CN3905900000000   39     059   Guernsey County, OH                               2017        18,907       17,758      1,149      6.1
CN3906100000000   39     061   Hamilton County, OH                               2017       411,260      393,259     18,001      4.4
CN3906300000000   39     063   Hancock County, OH                                2017        41,822       40,307      1,515      3.6
CN3906500000000   39     065   Hardin County, OH                                 2017        14,371       13,658        713      5.0
CN3906700000000   39     067   Harrison County, OH                               2017         7,116        6,689        427      6.0
CN3906900000000   39     069   Henry County, OH                                  2017        13,655       12,946        709      5.2
CN3907100000000   39     071   Highland County, OH                               2017        17,154       16,126      1,028      6.0
CN3907300000000   39     073   Hocking County, OH                                2017        13,251       12,538        713      5.4
CN3907500000000   39     075   Holmes County, OH                                 2017        20,813       20,074        739      3.6
CN3907700000000   39     077   Huron County, OH                                  2017        28,075       26,259      1,816      6.5
CN3907900000000   39     079   Jackson County, OH                                2017        12,956       12,030        926      7.1
CN3908100000000   39     081   Jefferson County, OH                              2017        28,373       26,313      2,060      7.3
CN3908300000000   39     083   Knox County, OH                                   2017        31,269       29,860      1,409      4.5
CN3908500000000   39     085   Lake County, OH                                   2017       124,193      117,784      6,409      5.2
CN3908700000000   39     087   Lawrence County, OH                               2017        24,732       23,288      1,444      5.8
CN3908900000000   39     089   Licking County, OH                                2017        89,801       86,043      3,758      4.2
CN3909100000000   39     091   Logan County, OH                                  2017        23,540       22,571        969      4.1
CN3909300000000   39     093   Lorain County, OH                                 2017       151,638      142,277      9,361      6.2
CN3909500000000   39     095   Lucas County, OH                                  2017       211,724      199,256     12,468      5.9
CN3909700000000   39     097   Madison County, OH                                2017        20,674       19,880        794      3.8
CN3909900000000   39     099   Mahoning County, OH                               2017       105,154       97,890      7,264      6.9
CN3910100000000   39     101   Marion County, OH                                 2017        28,031       26,604      1,427      5.1
CN3910300000000   39     103   Medina County, OH                                 2017        95,615       91,089      4,526      4.7
CN3910500000000   39     105   Meigs County, OH                                  2017         8,970        8,239        731      8.1
CN3910700000000   39     107   Mercer County, OH                                 2017        23,707       22,978        729      3.1
CN3910900000000   39     109   Miami County, OH                                  2017        53,691       51,411      2,280      4.2
CN3911100000000   39     111   Monroe County, OH                                 2017         5,152        4,713        439      8.5
CN3911300000000   39     113   Montgomery County, OH                             2017       253,576      241,211     12,365      4.9
CN3911500000000   39     115   Morgan County, OH                                 2017         6,675        6,218        457      6.8
CN3911700000000   39     117   Morrow County, OH                                 2017        17,053       16,222        831      4.9
CN3911900000000   39     119   Muskingum County, OH                              2017        39,699       37,426      2,273      5.7
CN3912100000000   39     121   Noble County, OH                                  2017         4,806        4,460        346      7.2
CN3912300000000   39     123   Ottawa County, OH                                 2017        21,350       19,922      1,428      6.7
CN3912500000000   39     125   Paulding County, OH                               2017         8,862        8,468        394      4.4
CN3912700000000   39     127   Perry County, OH                                  2017        16,137       15,171        966      6.0
CN3912900000000   39     129   Pickaway County, OH                               2017        26,635       25,412      1,223      4.6
CN3913100000000   39     131   Pike County, OH                                   2017        10,880       10,124        756      6.9
CN3913300000000   39     133   Portage County, OH                                2017        87,688       83,267      4,421      5.0
CN3913500000000   39     135   Preble County, OH                                 2017        21,150       20,199        951      4.5
CN3913700000000   39     137   Putnam County, OH                                 2017        19,006       18,329        677      3.6
CN3913900000000   39     139   Richland County, OH                               2017        53,228       50,297      2,931      5.5
CN3914100000000   39     141   Ross County, OH                                   2017        34,130       32,377      1,753      5.1
CN3914300000000   39     143   Sandusky County, OH                               2017        31,354       29,866      1,488      4.7
CN3914500000000   39     145   Scioto County, OH                                 2017        29,715       27,606      2,109      7.1
CN3914700000000   39     147   Seneca County, OH                                 2017        27,323       26,020      1,303      4.8
CN3914900000000   39     149   Shelby County, OH                                 2017        24,143       23,148        995      4.1
CN3915100000000   39     151   Stark County, OH                                  2017       187,574      177,765      9,809      5.2
CN3915300000000   39     153   Summit County, OH                                 2017       274,131      260,247     13,884      5.1
CN3915500000000   39     155   Trumbull County, OH                               2017        89,686       83,207      6,479      7.2
CN3915700000000   39     157   Tuscarawas County, OH                             2017        45,706       43,416      2,290      5.0
CN3915900000000   39     159   Union County, OH                                  2017        28,240       27,189      1,051      3.7
CN3916100000000   39     161   Van Wert County, OH                               2017        14,436       13,862        574      4.0
CN3916300000000   39     163   Vinton County, OH                                 2017         5,464        5,091        373      6.8
CN3916500000000   39     165   Warren County, OH                                 2017       116,363      111,581      4,782      4.1
CN3916700000000   39     167   Washington County, OH                             2017        27,626       25,910      1,716      6.2
CN3916900000000   39     169   Wayne County, OH                                  2017        61,709       59,274      2,435      3.9
CN3917100000000   39     171   Williams County, OH                               2017        19,061       18,222        839      4.4
CN3917300000000   39     173   Wood County, OH                                   2017        70,693       67,581      3,112      4.4
CN3917500000000   39     175   Wyandot County, OH                                2017        12,732       12,260        472      3.7
CN4000100000000   40     001   Adair County, OK                                  2017         8,272        7,857        415      5.0
CN4000300000000   40     003   Alfalfa County, OK                                2017         2,947        2,868         79      2.7
CN4000500000000   40     005   Atoka County, OK                                  2017         5,211        4,934        277      5.3
CN4000700000000   40     007   Beaver County, OK                                 2017         3,046        2,967         79      2.6
CN4000900000000   40     009   Beckham County, OK                                2017        11,364       10,915        449      4.0
CN4001100000000   40     011   Blaine County, OK                                 2017         4,585        4,453        132      2.9
CN4001300000000   40     013   Bryan County, OK                                  2017        20,496       19,712        784      3.8
CN4001500000000   40     015   Caddo County, OK                                  2017        12,367       11,812        555      4.5
CN4001700000000   40     017   Canadian County, OK                               2017        69,836       67,347      2,489      3.6
CN4001900000000   40     019   Carter County, OK                                 2017        22,511       21,476      1,035      4.6
CN4002100000000   40     021   Cherokee County, OK                               2017        19,082       18,040      1,042      5.5
CN4002300000000   40     023   Choctaw County, OK                                2017         5,731        5,375        356      6.2
CN4002500000000   40     025   Cimarron County, OK                               2017         1,414        1,380         34      2.4
CN4002700000000   40     027   Cleveland County, OK                              2017       140,218      135,278      4,940      3.5
CN4002900000000   40     029   Coal County, OK                                   2017         2,292        2,168        124      5.4
CN4003100000000   40     031   Comanche County, OK                               2017        49,246       47,061      2,185      4.4
CN4003300000000   40     033   Cotton County, OK                                 2017         2,858        2,743        115      4.0
CN4003500000000   40     035   Craig County, OK                                  2017         6,082        5,810        272      4.5
CN4003700000000   40     037   Creek County, OK                                  2017        31,523       29,941      1,582      5.0
CN4003900000000   40     039   Custer County, OK                                 2017        15,362       14,852        510      3.3
CN4004100000000   40     041   Delaware County, OK                               2017        18,488       17,674        814      4.4
CN4004300000000   40     043   Dewey County, OK                                  2017         2,490        2,416         74      3.0
CN4004500000000   40     045   Ellis County, OK                                  2017         2,236        2,163         73      3.3
CN4004700000000   40     047   Garfield County, OK                               2017        27,936       26,838      1,098      3.9
CN4004900000000   40     049   Garvin County, OK                                 2017        12,630       12,101        529      4.2
CN4005100000000   40     051   Grady County, OK                                  2017        26,098       25,035      1,063      4.1
CN4005300000000   40     053   Grant County, OK                                  2017         2,909        2,833         76      2.6
CN4005500000000   40     055   Greer County, OK                                  2017         2,081        1,970        111      5.3
CN4005700000000   40     057   Harmon County, OK                                 2017         1,288        1,239         49      3.8
CN4005900000000   40     059   Harper County, OK                                 2017         1,849        1,791         58      3.1
CN4006100000000   40     061   Haskell County, OK                                2017         4,372        4,082        290      6.6
CN4006300000000   40     063   Hughes County, OK                                 2017         5,435        5,128        307      5.6
CN4006500000000   40     065   Jackson County, OK                                2017        10,898       10,480        418      3.8
CN4006700000000   40     067   Jefferson County, OK                              2017         2,506        2,366        140      5.6
CN4006900000000   40     069   Johnston County, OK                               2017         4,986        4,784        202      4.1
CN4007100000000   40     071   Kay County, OK                                    2017        19,236       18,177      1,059      5.5
CN4007300000000   40     073   Kingfisher County, OK                             2017         8,662        8,420        242      2.8
CN4007500000000   40     075   Kiowa County, OK                                  2017         3,948        3,736        212      5.4
CN4007700000000   40     077   Latimer County, OK                                2017         3,419        3,162        257      7.5
CN4007900000000   40     079   Le Flore County, OK                               2017        19,373       18,247      1,126      5.8
CN4008100000000   40     081   Lincoln County, OK                                2017        15,870       15,176        694      4.4
CN4008300000000   40     083   Logan County, OK                                  2017        21,719       20,913        806      3.7
CN4008500000000   40     085   Love County, OK                                   2017         6,607        6,410        197      3.0
CN4008700000000   40     087   McClain County, OK                                2017        19,030       18,348        682      3.6
CN4008900000000   40     089   McCurtain County, OK                              2017        14,830       13,892        938      6.3
CN4009100000000   40     091   McIntosh County, OK                               2017         6,934        6,392        542      7.8
CN4009300000000   40     093   Major County, OK                                  2017         4,011        3,882        129      3.2
CN4009500000000   40     095   Marshall County, OK                               2017         6,548        6,240        308      4.7
CN4009700000000   40     097   Mayes County, OK                                  2017        19,145       18,225        920      4.8
CN4009900000000   40     099   Murray County, OK                                 2017         6,428        6,188        240      3.7
CN4010100000000   40     101   Muskogee County, OK                               2017        29,534       28,007      1,527      5.2
CN4010300000000   40     103   Noble County, OK                                  2017         5,784        5,592        192      3.3
CN4010500000000   40     105   Nowata County, OK                                 2017         4,618        4,365        253      5.5
CN4010700000000   40     107   Okfuskee County, OK                               2017         4,473        4,201        272      6.1
CN4010900000000   40     109   Oklahoma County, OK                               2017       378,076      362,857     15,219      4.0
CN4011100000000   40     111   Okmulgee County, OK                               2017        16,147       15,131      1,016      6.3
CN4011300000000   40     113   Osage County, OK                                  2017        21,127       20,043      1,084      5.1
CN4011500000000   40     115   Ottawa County, OK                                 2017        14,461       13,819        642      4.4
CN4011700000000   40     117   Pawnee County, OK                                 2017         7,453        7,053        400      5.4
CN4011900000000   40     119   Payne County, OK                                  2017        38,565       37,164      1,401      3.6
CN4012100000000   40     121   Pittsburg County, OK                              2017        17,645       16,699        946      5.4
CN4012300000000   40     123   Pontotoc County, OK                               2017        18,730       18,019        711      3.8
CN4012500000000   40     125   Pottawatomie County, OK                           2017        33,062       31,685      1,377      4.2
CN4012700000000   40     127   Pushmataha County, OK                             2017         4,774        4,479        295      6.2
CN4012900000000   40     129   Roger Mills County, OK                            2017         1,872        1,811         61      3.3
CN4013100000000   40     131   Rogers County, OK                                 2017        45,043       43,053      1,990      4.4
CN4013300000000   40     133   Seminole County, OK                               2017         9,338        8,791        547      5.9
CN4013500000000   40     135   Sequoyah County, OK                               2017        16,575       15,662        913      5.5
CN4013700000000   40     137   Stephens County, OK                               2017        18,256       17,115      1,141      6.3
CN4013900000000   40     139   Texas County, OK                                  2017         9,385        9,090        295      3.1
CN4014100000000   40     141   Tillman County, OK                                2017         3,263        3,123        140      4.3
CN4014300000000   40     143   Tulsa County, OK                                  2017       319,989      306,261     13,728      4.3
CN4014500000000   40     145   Wagoner County, OK                                2017        36,823       35,200      1,623      4.4
CN4014700000000   40     147   Washington County, OK                             2017        23,143       22,079      1,064      4.6
CN4014900000000   40     149   Washita County, OK                                2017         5,437        5,195        242      4.5
CN4015100000000   40     151   Woods County, OK                                  2017         4,928        4,797        131      2.7
CN4015300000000   40     153   Woodward County, OK                               2017         9,414        9,018        396      4.2
CN4100100000000   41     001   Baker County, OR                                  2017         7,070        6,684        386      5.5
CN4100300000000   41     003   Benton County, OR                                 2017        48,126       46,556      1,570      3.3
CN4100500000000   41     005   Clackamas County, OR                              2017       218,947      210,756      8,191      3.7
CN4100700000000   41     007   Clatsop County, OR                                2017        19,248       18,453        795      4.1
CN4100900000000   41     009   Columbia County, OR                               2017        24,224       22,971      1,253      5.2
CN4101100000000   41     011   Coos County, OR                                   2017        26,645       25,174      1,471      5.5
CN4101300000000   41     013   Crook County, OR                                  2017         9,563        8,964        599      6.3
CN4101500000000   41     015   Curry County, OR                                  2017         9,049        8,498        551      6.1
CN4101700000000   41     017   Deschutes County, OR                              2017        93,470       89,533      3,937      4.2
CN4101900000000   41     019   Douglas County, OR                                2017        46,572       44,080      2,492      5.4
CN4102100000000   41     021   Gilliam County, OR                                2017           865          829         36      4.2
CN4102300000000   41     023   Grant County, OR                                  2017         3,162        2,946        216      6.8
CN4102500000000   41     025   Harney County, OR                                 2017         3,438        3,223        215      6.3
CN4102700000000   41     027   Hood River County, OR                             2017        14,359       13,841        518      3.6
CN4102900000000   41     029   Jackson County, OR                                2017       103,952       98,993      4,959      4.8
CN4103100000000   41     031   Jefferson County, OR                              2017        10,041        9,481        560      5.6
CN4103300000000   41     033   Josephine County, OR                              2017        35,392       33,487      1,905      5.4
CN4103500000000   41     035   Klamath County, OR                                2017        29,880       28,120      1,760      5.9
CN4103700000000   41     037   Lake County, OR                                   2017         3,545        3,343        202      5.7
CN4103900000000   41     039   Lane County, OR                                   2017       182,399      174,281      8,118      4.5
CN4104100000000   41     041   Lincoln County, OR                                2017        21,197       20,191      1,006      4.7
CN4104300000000   41     043   Linn County, OR                                   2017        57,998       55,235      2,763      4.8
CN4104500000000   41     045   Malheur County, OR                                2017        12,618       12,028        590      4.7
CN4104700000000   41     047   Marion County, OR                                 2017       162,450      155,459      6,991      4.3
CN4104900000000   41     049   Morrow County, OR                                 2017         5,856        5,597        259      4.4
CN4105100000000   41     051   Multnomah County, OR                              2017       457,151      440,545     16,606      3.6
CN4105300000000   41     053   Polk County, OR                                   2017        39,548       37,832      1,716      4.3
CN4105500000000   41     055   Sherman County, OR                                2017           897          854         43      4.8
CN4105700000000   41     057   Tillamook County, OR                              2017        11,786       11,285        501      4.3
CN4105900000000   41     059   Umatilla County, OR                               2017        36,924       35,139      1,785      4.8
CN4106100000000   41     061   Union County, OR                                  2017        12,068       11,430        638      5.3
CN4106300000000   41     063   Wallowa County, OR                                2017         3,359        3,172        187      5.6
CN4106500000000   41     065   Wasco County, OR                                  2017        13,955       13,378        577      4.1
CN4106700000000   41     067   Washington County, OR                             2017       323,022      311,718     11,304      3.5
CN4106900000000   41     069   Wheeler County, OR                                2017           743          714         29      3.9
CN4107100000000   41     071   Yamhill County, OR                                2017        54,567       52,507      2,060      3.8
CN4200100000000   42     001   Adams County, PA                                  2017        55,457       53,419      2,038      3.7
CN4200300000000   42     003   Allegheny County, PA                              2017       645,906      615,193     30,713      4.8
CN4200500000000   42     005   Armstrong County, PA                              2017        32,676       30,667      2,009      6.1
CN4200700000000   42     007   Beaver County, PA                                 2017        84,912       80,204      4,708      5.5
CN4200900000000   42     009   Bedford County, PA                                2017        23,757       22,527      1,230      5.2
